app_num,main_IPC,IPC,pub_date,pub_num,app_date,priority,Int_filing,Int_pub,entry_date,initial_app_num,tech_div,IPCcount,SingleIPC,IPCcount_unique,total_applicant,collaboration_applicant,type1_company,type2_university,type3_individual,total_inventers,collaboration_inventer,if_agency,total_agents,app_year,total_claims,paid_claims,patent_status_n,nation_province_code_2,Chinese,priority_d,divisional_app,substantive_review,app_withdraw,reject,recover,decision_made,grant,waive,terminate,pub_date_c,grant_c,reject_c,subrev_withdraw_dur,app_withdraw_c,pub_grant_dur,pub_reject_dur,substantive_review_c,event,event_date,start_end_dur,age_at_subreview,age_at_event
CN01128002.6,A23F3/14,A23F3/14,2002.02.06,CN1334016A,2001-08-01,NA,NA,NA,NA,0,0,1,1,1,1,0,0,0,1,1,0,1,1,2001,5,0,2,21,1,0,0,2001-12-19,NA,NA,NA,NA,2004-02-25,NA,2008-10-01,2002-02-06,2004-02-25,NA,NA,NA,24.62465753,NA,2001-12-19,3,2004-02-25,26.23561644,4.602739726,30.83835616
CN00111207.4,A61K35/78,A61K35/78;A61P17/02,2002.02.06,CN1334094A,2000-07-13,NA,NA,NA,NA,0,0.5,2,0,2,1,0,0,0,1,5,1,0,0,2000,4,0,2,37,1,0,0,2003-01-01,2004-10-06,NA,NA,NA,NA,NA,NA,2002-02-06,NA,NA,21.17260274,2004-10-06,NA,NA,2003-01-01,1,2004-10-06,21.17260274,29.65479452,50.82739726
CN01108817.6,A61K7/02,A61K7/02;A61K7/035;A61K7/075;A61K7/48;A61K7/40;A61K7/50,2002.02.27,CN1337221A,1996-10-21,NA,NA,NA,NA,CN96113170.5,0,6,0,1,1,0,0,0,1,1,0,0,0,1996,2,0,2,53,1,0,1,2002-01-09,NA,NA,NA,NA,2005-06-08,NA,2011-01-05,2002-02-27,2005-06-08,NA,NA,NA,39.35342466,NA,2002-01-09,3,2005-06-08,40.96438356,62.6630137,103.6273973
CN01128092.1,A61H7/00,A61H7/00;A61N2/08,2002.02.27,CN1337218A,2001-08-27,NA,NA,NA,NA,0,0.5,2,0,2,1,0,0,0,1,1,0,0,0,2001,1,0,2,21,1,0,0,2002-01-09,2004-08-11,NA,NA,NA,NA,NA,NA,2002-02-27,NA,NA,31.06849315,2004-08-11,NA,NA,2002-01-09,1,2004-08-11,31.06849315,4.438356164,35.50684932
CN00121475.6,A01G9/00,A01G9/00;A01G9/24;C02F11/04;C02F3/28;A01K31/00,2002.02.27,CN1337146A,2000-07-25,NA,NA,NA,NA,0,0.64,5,0,3,1,0,0,0,1,1,0,0,0,2000,10,0,2,12,1,0,0,2004-04-28,2005-11-02,NA,NA,NA,NA,NA,NA,2002-02-27,NA,NA,18.18082192,2005-11-02,NA,NA,2004-04-28,1,2005-11-02,18.18082192,45.13972603,63.32054795
CN00120988.4,A01N59/16,A01N59/16,2002.02.27,CN1337163A,2000-08-07,NA,NA,NA,NA,0,0,1,1,1,4,1,0,0,1,4,1,1,2,2000,1,0,2,11,1,0,0,2000-12-13,NA,2004-12-15,NA,NA,NA,NA,NA,2002-02-27,NA,2004-12-15,NA,NA,NA,33.6,2000-12-13,2,2004-12-15,48.09863014,4.208219178,52.30684932
CN00115943.7,A61K33/34,"A61K33/34;A61P17/02;//(A61K33/34,33:26,33:04,33:04,33:12,31:045,31:222)",2002.02.27,CN1337234A,2000-08-04,NA,NA,NA,NA,0,0.5,2,0,2,1,0,0,0,1,1,0,0,0,2000,3,0,2,42,1,0,0,2001-01-24,NA,NA,NA,NA,2004-10-13,NA,2008-10-01,2002-02-27,2004-10-13,NA,NA,NA,31.52876712,NA,2001-01-24,3,2004-10-13,44.64657534,5.687671233,50.33424658
CN00110767.4,A61B5/00,A61B5/00,2002.02.27,CN1337207A,2000-08-08,NA,NA,NA,NA,0,0,1,1,1,1,0,1,0,0,5,1,1,1,2000,3,0,2,21,1,0,0,2001-05-30,2004-07-28,NA,NA,NA,NA,NA,NA,2002-02-27,NA,NA,37.97260274,2004-07-28,NA,NA,2001-05-30,1,2004-07-28,37.97260274,9.698630137,47.67123288
CN01131090.1,A61K35/78,A61K35/78;A23L1/30;A23K1/16;A21D13/08;A24B15/28,2002.02.27,CN1337265A,2001-09-21,NA,NA,NA,NA,0,0.8,5,0,5,4,1,1,0,1,3,1,1,1,2001,7,0,2,12,1,0,0,2003-10-01,NA,2005-03-23,NA,NA,NA,NA,NA,2002-02-27,NA,2005-03-23,NA,NA,NA,36.82191781,2003-10-01,2,2005-03-23,17.72054795,24.32876712,42.04931507
CN01141888.5,A01N43/90,A01N43/90,2002.02.27,CN1337157A,2001-09-18,NA,NA,NA,NA,0,0,1,1,1,1,0,1,0,0,1,0,0,0,2001,9,0,2,42,1,0,0,2002-05-15,NA,NA,NA,NA,2004-03-17,NA,2011-11-23,2002-02-27,2004-03-17,NA,NA,NA,24.62465753,NA,2002-05-15,3,2004-03-17,22.09315068,7.857534247,29.95068493
CN01126820.4,A61K35/78,A61K35/78;A61P39/06,2002.02.27,CN1337257A,2001-09-20,NA,NA,NA,NA,0,0.5,2,0,2,1,0,0,1,0,3,1,1,1,2001,2,0,2,31,1,0,0,2002-01-09,NA,2004-07-28,NA,NA,NA,NA,NA,2002-02-27,NA,2004-07-28,NA,NA,NA,28.99726027,2002-01-09,2,2004-07-28,30.60821918,3.649315068,34.25753425
CN01117249.5,A61F2/06,A61F2/06;A61M29/02,2002.01.23,CN1331957A,2001-02-28,"2000.03.01 US 09/516,753;2000.05.08 US 60/202,723",NA,NA,NA,0,0.5,2,0,2,1,0,1,0,0,2,1,1,1,2001,94,1,2,IL,0,1,0,2003-05-21,2006-05-17,NA,NA,NA,NA,NA,NA,2002-01-23,NA,NA,35.90136986,2006-05-17,NA,NA,2003-05-21,1,2006-05-17,35.90136986,26.69589041,62.59726027
CN99815247.1,A01N43/50,A01N43/50,2002.01.23,CN1332604A,1999-12-28,"1998.12.31 US 60/114,508;1999.12.23 US 09/469,432",PCT/US99/30970 1999.12.28,WO00/38521 英 2000.07.06,2001.06.29,0,0,1,1,1,1,0,1,0,0,6,1,1,2,1999,11,1,2,US,0,1,0,2002-01-23,NA,2004-11-17,NA,NA,NA,NA,NA,2002-01-23,NA,2004-11-17,NA,NA,NA,33.83013699,2002-01-23,2,2004-11-17,33.83013699,24.88767123,58.71780822
CN01122836.9,A47H3/00,A47H3/00,2002.01.23,CN1331945A,2001-07-06,"2000.07.06 US 09/611,328",NA,NA,NA,0,0,1,1,1,1,0,1,0,0,2,1,1,2,2001,33,1,2,US,0,1,0,2003-05-07,2004-08-11,NA,NA,NA,NA,NA,NA,2002-01-23,NA,NA,15.1890411,2004-08-11,NA,NA,2003-05-07,1,2004-08-11,15.1890411,22.02739726,37.21643836
CN99815383.4,A61L9/00,A61L9/00;A61L9/16,2002.01.23,CN1332643A,1999-01-29,"1998.11.03 US 09/184,634",PCT/CA99/00080 1999.01.29,WO00/25833 英 2000.05.11,2001.07.03,0,0,2,0,1,1,0,0,0,1,1,0,1,1,1999,28,1,2,CA,0,1,0,2002-01-23,NA,NA,NA,NA,2007-11-07,NA,2014-03-26,2002-01-23,2007-11-07,NA,NA,NA,69.50136986,NA,2002-01-23,3,2007-11-07,69.50136986,35.83561644,105.3369863
CN99816081.4,A23L1/308,A23L1/308;A23L1/0528;A23L1/29,2002.02.06,CN1334705A,1999-12-15,1998.12.15 EP 98204245.9,PCT/EP99/10076 1999.12.15,WO00/35303 英 2000.06.22,2001.08.07,0,0,3,0,1,1,0,1,0,0,4,1,1,2,1999,10,0,1,CH,0,1,0,2002-03-13,NA,NA,NA,NA,2004-08-04,NA,NA,2002-02-06,2004-08-04,NA,NA,NA,29.91780822,NA,2002-03-13,3,2004-08-04,28.76712329,26.9260274,55.69315068
CN01122455.X,A63B59/04,A63B59/04,2002.01.23,CN1332023A,2001-07-05,2000.07.12 DE 20012074.3,NA,NA,NA,0,0,1,1,1,1,0,1,0,0,1,0,1,1,2001,8,0,1,81,1,1,0,2003-06-11,NA,NA,NA,NA,2005-10-05,NA,NA,2002-01-23,2005-10-05,NA,NA,NA,44.41643836,NA,2003-06-11,3,2005-10-05,27.84657534,23.2109589,51.05753425
CN00803180.0,A61K7/42,A61K7/42;A61K7/00,2002.02.27,CN1337873A,2000-01-27,1999.01.28 JP 20489/99;1999.03.25 JP 81643/99;2000.01.19 JP 10878/00,PCT/JP00/00401 2000.01.27,WO00/44341 日 2000.08.03,2001.07.27,0,0,2,0,1,1,0,1,0,0,5,1,1,1,2000,22,1,2,JP,0,1,0,2002-02-27,2004-08-11,NA,NA,NA,NA,NA,NA,2002-02-27,NA,NA,29.45753425,2004-08-11,NA,NA,2002-02-27,1,2004-08-11,29.45753425,25.05205479,54.50958904
CN00112466.8,A01N47/36,A01N47/36,2002.02.27,CN1337158A,2000-08-15,NA,NA,NA,NA,0,0,1,1,1,1,0,0,0,0,9,1,1,1,2000,2,0,2,32,1,0,0,2000-12-27,NA,2005-11-30,NA,NA,NA,NA,NA,2002-02-27,NA,2005-11-30,NA,NA,NA,45.10684932,2000-12-27,2,2005-11-30,59.14520548,4.405479452,63.55068493
CN99816118.7,A61K31/44,A61K31/44;A61K31/557,2002.02.06,CN1334731A,1999-12-10,1998.12.14 SE 9804314-4,PCT/SE99/02315 1999.12.10,WO00/35448 英 2000.06.22,2001.08.10,0,0,2,0,1,1,0,1,0,0,4,1,1,1,1999,37,1,2,SE,0,1,0,2002-02-06,2004-09-22,NA,NA,NA,NA,NA,NA,2002-02-06,NA,NA,31.52876712,2004-09-22,NA,NA,2002-02-06,1,2004-09-22,31.52876712,25.93972603,57.46849315
CN99816467.4,A61K7/26,A61K7/26,2002.02.27,CN1337872A,1999-07-05,1999.03.12 KR 1999/8435,PCT/KR99/00357 1999.07.05,WO00/54740 英 2000.09.21,2001.09.11,0,0,1,1,1,1,0,0,0,1,1,0,1,2,1999,2,0,2,KR,0,1,0,2002-04-10,NA,NA,NA,NA,2004-03-31,NA,2013-08-28,2002-02-27,2004-03-31,NA,NA,NA,25.08493151,NA,2002-04-10,3,2004-03-31,23.70410959,33.20547945,56.90958904
CN01128720.9,A61L27/38,A61L27/38;A61L27/60,2002.01.23,CN1332017A,2001-07-18,NA,NA,NA,NA,0,0,2,0,1,5,1,0,0,1,5,1,1,1,2001,9,0,2,61,1,0,0,2001-12-05,NA,NA,NA,NA,2004-08-18,NA,2009-09-16,2002-01-23,2004-08-18,NA,NA,NA,30.83835616,NA,2001-12-05,3,2004-08-18,32.44931507,4.602739726,37.05205479
CN00803030.8,A61K38/17,A61K38/17;A61K39/395;A61P15/00,2002.02.27,CN1337883A,2000-01-19,1999.01.22 EP 99101194.1,PCT/IB00/00052 2000.01.19,WO00/43031 英 2000.07.27,2001.07.23,0,0.444444444,3,0,2,1,0,1,0,0,3,1,1,1,2000,18,1,2,AN,0,1,0,2002-02-27,NA,NA,NA,NA,2005-07-27,NA,2014-03-12,2002-02-27,2005-07-27,NA,NA,NA,40.96438356,NA,2002-02-27,3,2005-07-27,40.96438356,25.31506849,66.27945205
CN00111390.9,A62C35/00,A62C35/00,2002.04.24,CN1345614A,2000-09-28,NA,NA,NA,NA,0,0,1,1,1,1,0,0,0,1,2,1,1,1,2000,5,0,2,37,1,0,0,2001-05-30,2004-07-14,NA,NA,NA,NA,NA,NA,2002-04-24,NA,NA,37.51232877,2004-07-14,NA,NA,2001-05-30,1,2004-07-14,37.51232877,8.021917808,45.53424658
CN00811508.7,A61B5/00,A61B5/00;B65D81/00,2002.09.11,CN1368865A,2000-08-08,"1999.08.11 US 09/372,479",PCT/US00/21774 2000.08.08,WO01/10297 英 2001.02.15,2002.02.08,0,0.5,2,0,2,1,0,1,0,0,1,0,1,1,2000,23,1,2,US,0,1,0,2002-10-02,NA,NA,NA,NA,2004-11-03,NA,2015-09-30,2002-09-11,2004-11-03,NA,NA,NA,25.77534247,NA,2002-10-02,3,2004-11-03,25.08493151,25.80821918,50.89315068
CN01124369.4,A41C3/00,A41C3/00,2002.02.06,CN1334051A,2001-07-24,2000.07.24 JP 222866/2000,NA,NA,NA,0,0,1,1,1,1,0,1,0,0,3,1,1,1,2001,7,0,1,JP,0,1,0,2002-09-18,NA,NA,NA,NA,2004-07-14,NA,NA,2002-02-06,2004-07-14,NA,NA,NA,29.22739726,NA,2002-09-18,3,2004-07-14,21.8630137,13.84109589,35.70410959
CN00804880.0,A61P7/02,"A61P7/02;A61P9/12;A61K31/715;A61K45/06;A61K38/49;A61K38/02;A61K31/42;A61K31/60;//(A61K38/49,31:415)(A61K38/02,31:415)(A61K45/06,31:715,31:415)(A61K31/60,31:415)(A61K31/42,31:415)",2002.04.24,CN1346292A,2000-03-10,1999.03.11 US 60/123815,PCT/US00/06451 2000.03.10,WO00/53264 英 2000.09.14,2001.09.11,0,0.375,8,0,2,1,0,1,0,0,1,0,1,2,2000,8,0,2,US,0,1,0,2002-05-29,2005-04-06,NA,NA,NA,NA,NA,NA,2002-04-24,NA,NA,34.29041096,2005-04-06,NA,NA,2002-05-29,1,2005-04-06,34.29041096,26.63013699,60.92054795
CN00125477.4,A61K7/02,A61K7/02,2002.04.24,CN1345581A,2000-09-28,NA,NA,NA,NA,0,0,1,1,1,1,0,1,0,0,5,1,1,1,2000,5,0,1,31,1,0,0,2003-11-19,NA,NA,NA,NA,2005-03-02,NA,NA,2002-04-24,2005-03-02,NA,NA,NA,34.29041096,NA,2003-11-19,3,2005-03-02,15.41917808,37.70958904,53.12876712
CN01137110.2,A45D44/22,A45D44/22;A61F9/00,2002.04.24,CN1345563A,2001-09-28,2000.10.03 JP 303797/2000;2001.05.29 JP 160951/2001,NA,NA,NA,0,0.5,2,0,2,1,0,0,0,0,1,0,1,1,2001,12,1,1,JP,0,1,0,2003-12-17,NA,NA,NA,NA,2004-12-01,NA,NA,2002-04-24,2004-12-01,NA,NA,NA,31.29863014,NA,2003-12-17,3,2004-12-01,11.50684932,26.63013699,38.1369863
CN00805568.8,A61K39/44,A61K39/44;B01J20/22;A61M1/36;C07K1/22;//16/02 16/18 16/24,2002.04.24,CN1346280A,2000-03-23,1999.03.26 DE 19913707.2,PCT/DE00/00927 2000.03.23,WO00/58005 德 2000.10.05,2001.09.26,0,0.75,4,0,4,1,0,1,0,0,5,1,1,2,2000,17,1,2,DE,0,1,0,2002-05-15,NA,NA,NA,NA,2004-08-04,NA,2016-05-11,2002-04-24,2004-08-04,NA,NA,NA,27.38630137,NA,2002-05-15,3,2004-08-04,26.69589041,25.74246575,52.43835616
CN00806164.5,A61M5/50,A61M5/50,2002.04.24,CN1346289A,2000-04-13,1999.04.14 FR 99/04630,PCT/FR00/00951 2000.04.13,WO00/61210 法 2000.10.19,2001.10.12,0,0,1,1,1,1,0,0,0,1,1,0,1,1,2000,8,0,2,FR,0,1,0,2002-06-12,NA,NA,NA,NA,2005-02-02,NA,2009-06-10,2002-04-24,2005-02-02,NA,NA,NA,33.36986301,NA,2002-06-12,3,2005-02-02,31.75890411,25.97260274,57.73150685
CN00805952.7,A61F13/15,A61F13/15,2002.04.24,CN1346254A,2000-03-31,1999.04.01 EP 99105191.3,PCT/US00/08808 2000.03.31,WO00/59432 英 2000.10.12,2001.09.30,0,0,1,1,1,1,0,1,0,0,4,1,1,1,2000,10,0,2,US,0,1,0,2002-04-10,2005-04-06,NA,NA,NA,NA,NA,NA,2002-04-24,NA,NA,35.90136986,2005-04-06,NA,NA,2002-04-10,1,2005-04-06,35.90136986,24.32876712,60.23013699
CN00125405.7,A61K35/78,A61K35/78;A61K9/06,2002.04.24,CN1345597A,2000-09-26,NA,NA,NA,NA,0,0,2,0,1,1,0,0,1,0,1,0,0,0,2000,4,0,2,31,1,0,0,2001-04-11,NA,NA,NA,NA,2004-08-18,NA,2014-11-12,2002-04-24,2004-08-18,NA,NA,NA,27.84657534,NA,2001-04-11,3,2004-08-18,40.2739726,6.476712329,46.75068493
CN00129204.8,A45D40/06,A45D40/06;A45D40/10,2002.04.24,CN1345562A,2000-09-28,NA,NA,NA,NA,0,0,2,0,1,1,0,1,0,0,1,0,1,1,2000,17,1,2,JP,0,0,0,2001-01-31,2005-05-04,NA,NA,NA,NA,NA,NA,2002-04-24,NA,NA,51.09041096,2005-05-04,NA,NA,2001-01-31,1,2005-05-04,51.09041096,4.109589041,55.2
CN00805936.5,A61F2/16,A61F2/16,2002.04.24,CN1346250A,2000-03-31,1999.04.02 FR 99/04136,PCT/FR00/00815 2000.03.31,WO00/59406 法 2000.10.12,2001.09.30,0,0,1,1,1,1,0,1,0,0,1,0,1,1,2000,8,0,2,CH,0,1,0,2002-05-15,NA,NA,NA,NA,2005-01-19,NA,2013-05-22,2002-04-24,2005-01-19,NA,NA,NA,32.90958904,NA,2002-05-15,3,2005-01-19,32.21917808,25.47945205,57.69863014
CN01137177.3,A41B9/02,A41B9/02;A41B9/04;A61F13/15,2002.04.24,CN1345557A,2001-09-21,2000.09.22 JP 288646/2000,NA,NA,NA,0,0.444444444,3,0,2,1,0,1,0,0,2,1,1,1,2001,4,0,2,JP,0,1,0,2003-09-10,NA,2005-02-09,NA,NA,NA,NA,NA,2002-04-24,NA,2005-02-09,NA,NA,NA,33.6,2003-09-10,2,2005-02-09,17.03013699,23.63835616,40.66849315
CN00806015.0,A61K31/18,A61K31/18;A61P13/02,2002.04.24,CN1346268A,2000-06-07,1999.08.09 JP 225052/99,PCT/JP00/03691 2000.06.07,WO01/10436 日 2001.02.15,2001.10.08,0,0.5,2,0,2,1,0,1,0,0,3,1,1,1,2000,4,0,2,JP,0,1,0,2002-04-10,NA,NA,NA,NA,2005-03-16,NA,2012-08-08,2002-04-24,2005-03-16,NA,NA,NA,34.75068493,NA,2002-04-10,3,2005-03-16,35.2109589,22.09315068,57.30410959
CN00806000.2,A61F13/15,A61F13/15,2002.04.24,CN1346255A,2000-03-31,"1999.04.03 US 60/127,685;2000.02.09 US 09/500,503",PCT/US00/08805 2000.03.31,WO00/59431 英 2000.10.12,2001.10.08,0,0,1,1,1,1,0,1,0,0,9,1,1,2,2000,21,1,2,US,0,1,0,2002-04-10,NA,NA,NA,NA,2004-09-08,NA,2016-05-18,2002-04-24,2004-09-08,NA,NA,NA,28.5369863,NA,2002-04-10,3,2004-09-08,28.99726027,24.32876712,53.3260274
CN00129576.4,A63B53/04,A63B53/04;B22C9/00;B22D25/00,2002.04.24,CN1345615A,2000-09-29,NA,NA,NA,NA,0,0.666666667,3,0,3,1,0,1,0,0,1,0,1,2,2000,4,0,2,71,1,0,0,2001-10-24,2004-10-20,NA,NA,NA,NA,NA,NA,2002-04-24,NA,NA,35.90136986,2004-10-20,NA,NA,2001-10-24,1,2004-10-20,35.90136986,12.82191781,48.72328767
CN00111397.6,A23K1/18,A23K1/18;A23L1/30,2002.04.24,CN1345546A,2000-09-29,NA,NA,NA,NA,0,0.5,2,0,2,1,0,0,1,0,3,1,1,1,2000,2,0,2,37,1,0,0,2001-05-30,2004-08-25,NA,NA,NA,NA,NA,NA,2002-04-24,NA,NA,38.89315068,2004-08-25,NA,NA,2001-05-30,1,2004-08-25,38.89315068,7.989041096,46.88219178
CN00806148.3,A61K9/70,A61K9/70;A61K47/12;A61K47/06,2002.04.24,CN1346265A,2000-04-07,1999.04.13 JP 104828/99,PCT/JP00/02266 2000.04.07,WO00/61120 日 2000.10.19,2001.10.12,0,0,3,0,1,1,0,1,0,0,4,1,1,2,2000,7,0,1,JP,0,1,0,2002-05-29,NA,NA,NA,NA,2004-07-28,NA,NA,2002-04-24,2004-07-28,NA,NA,NA,27.15616438,NA,2002-05-29,3,2004-07-28,26.00547945,25.70958904,51.71506849
CN01102492.5,A61K38/22,A61K38/22;A61P37/02;A61P39/06;A61P1/14;A61P43/00,2002.09.11,CN1368383A,2001-02-09,NA,NA,NA,NA,0,0.32,5,0,2,1,0,1,0,0,2,1,0,0,2001,7,0,2,37,1,0,0,2001-07-18,2005-02-23,NA,NA,NA,NA,NA,NA,2002-09-11,NA,NA,43.26575342,2005-02-23,NA,NA,2001-07-18,1,2005-02-23,43.26575342,5.22739726,48.49315068
CN02113434.0,A01N47/12,A01N47/12,2002.09.11,CN1368005A,2002-03-04,NA,NA,NA,NA,0,0,1,1,1,1,0,0,0,1,2,1,1,1,2002,5,0,2,52,1,0,0,2002-09-11,NA,NA,NA,NA,2004-04-28,NA,2009-05-06,2002-09-11,2004-04-28,NA,NA,NA,19.56164384,NA,2002-09-11,3,2004-04-28,19.56164384,6.279452055,25.84109589
CN02112906.1,A61K31/58,A61K31/58;A61K9/06;A61P17/02,2002.11.13,CN1378842A,2002-04-22,NA,NA,NA,NA,0,0.444444444,3,0,2,2,1,0,0,1,2,1,0,0,2002,2,0,2,32,1,0,0,2002-08-14,2004-08-11,NA,NA,NA,NA,NA,NA,2002-11-13,NA,NA,23.93424658,2004-08-11,NA,NA,2002-08-14,1,2004-08-11,23.93424658,3.747945205,27.68219178
CN00811397.1,A61K38/21,"A61K38/21;A61K47/48;A61P1/16;A61P31/12;A61P31/14;//(A61K38/21,31:343)(A61K38/21,31:5377)",2002.09.11,CN1368887A,2000-08-08,"1999.08.13 EP 99115950.0;2000.03.08 US 60/187,907",PCT/EP00/07666 2000.08.08,WO01/12214 英 2001.02.22,2002.02.06,0,0.48,5,0,2,1,0,1,0,0,3,1,1,2,2000,20,1,2,CH,0,1,0,2002-08-21,2004-10-06,NA,NA,NA,NA,NA,NA,2002-09-11,NA,NA,25.54520548,2004-10-06,NA,NA,2002-08-21,1,2004-10-06,25.54520548,24.42739726,49.97260274
CN02108346.0,A61K35/60,A61K35/60;A61K9/48;A61P3/02,2002.11.13,CN1378846A,2002-03-22,NA,NA,NA,NA,0,0.444444444,3,0,2,1,0,1,0,0,2,1,1,1,2002,2,0,2,46,1,0,0,2002-08-14,2004-12-15,NA,NA,NA,NA,NA,NA,2002-11-13,NA,NA,28.07671233,2004-12-15,NA,NA,2002-08-14,1,2004-12-15,28.07671233,4.767123288,32.84383562
CN00811356.4,A61F13/15,A61F13/15,2002.09.11,CN1368869A,2000-07-21,1999.08.09 US 09/370439,PCT/US00/19932 2000.07.21,WO01/10372 英 2001.02.15,2002.02.05,0,0,1,1,1,1,0,1,0,0,4,1,1,1,2000,138,1,2,US,0,1,0,2002-08-21,NA,NA,NA,NA,NA,2008-08-13,NA,2002-09-11,2008-06-13,NA,NA,NA,69.10684932,NA,2002-08-21,3,2008-06-13,69.79726027,25.01917808,94.81643836
CN02114896.1,A61F11/00,A61F11/00;A61F2/00,2002.09.11,CN1368038A,2002-02-26,NA,NA,NA,NA,0,0,2,0,1,2,1,0,0,1,10,1,0,0,2002,10,0,2,31,1,0,0,2003-07-30,NA,NA,NA,NA,2004-12-15,NA,2016-04-06,2002-09-11,2004-12-15,NA,NA,NA,27.15616438,NA,2003-07-30,3,2004-12-15,16.56986301,17.0630137,33.63287671
CN98813079.3,A61F13/15,A61F13/15,2002.09.11,CN1368870A,1998-10-30,"1997.11.12 US 08/968,446;1997.12.22 US 08/995,490",PCT/US98/23350 1998.10.30,WO99/23984 英 1999.05.20,2000.07.12,0,0,1,1,1,1,0,1,0,0,2,1,1,2,1998,61,1,2,US,0,1,0,2002-08-21,NA,NA,NA,NA,2004-04-14,NA,2012-01-04,2002-09-11,2004-04-14,NA,NA,NA,19.10136986,NA,2002-08-21,3,2004-04-14,19.79178082,45.73150685,65.52328767
CN02100206.1,A61K35/78,A61K35/78;A61P15/08;A61P15/14;A61P35/00,2002.11.13,CN1378856A,2002-01-07,NA,NA,NA,NA,0,0.375,4,0,2,1,0,1,0,0,1,0,0,0,2002,6,0,2,11,1,0,0,2002-08-14,NA,NA,NA,NA,2006-11-22,NA,2011-04-27,2002-11-13,2006-11-22,NA,NA,NA,48.32876712,NA,2002-08-14,3,2006-11-22,51.32054795,7.2,58.52054795
CN00811330.0,A61K47/00,A61K47/00;A61K9/48;A61K9/20;A61K9/44;A61K9/28;A61K9/42;A61K9/36,2002.09.11,CN1368890A,2000-08-03,"1999.08.05 US 60/147,406",PCT/US00/21149 2000.08.03,WO01/10464 英 2001.02.15,2002.02.05,0,0,7,0,1,1,0,1,0,0,1,0,1,1,2000,62,1,2,US,0,1,0,2002-08-21,NA,NA,NA,NA,2005-08-31,NA,2009-09-30,2002-09-11,2005-08-31,NA,NA,NA,35.67123288,NA,2002-08-21,3,2005-08-31,36.36164384,24.59178082,60.95342466
CN01110284.5,A61K35/78,A61K35/78;C12G3/08;C12H1/02,2002.11.13,CN1378848A,2001-04-06,NA,NA,NA,NA,0,0.666666667,3,0,3,1,0,1,0,0,8,1,0,0,2001,5,0,2,11,1,0,0,2004-06-16,2005-11-30,NA,NA,NA,NA,NA,NA,2002-11-13,NA,NA,17.49041096,2005-11-30,NA,NA,2004-06-16,1,2005-11-30,17.49041096,38.36712329,55.85753425
CN01103600.1,A47J36/24,A47J36/24,2002.09.11,CN1368029A,2001-03-14,2001.02.08 CN 01205730.4,NA,NA,NA,0,0,1,1,1,1,0,0,0,1,1,0,0,0,2001,3,0,2,37,1,1,0,2002-06-12,2004-07-14,NA,NA,NA,NA,NA,NA,2002-09-11,NA,NA,25.08493151,2004-07-14,NA,NA,2002-06-12,1,2004-07-14,25.08493151,14.95890411,40.04383562
CN01105298.8,A61K35/78,A61K35/78;A61K9/02;A61P15/00,2002.09.11,CN1368370A,2001-02-06,NA,NA,NA,NA,0,0.444444444,3,0,2,1,0,0,0,1,3,1,1,1,2001,5,0,2,31,1,0,0,2001-08-08,NA,NA,NA,NA,2004-03-17,NA,2011-04-20,2002-09-11,2004-03-17,NA,NA,NA,18.18082192,NA,2001-08-08,3,2004-03-17,31.29863014,6.016438356,37.31506849
CN00811370.X,A01N25/30,A01N25/30,2002.09.11,CN1368847A,2000-08-16,1999.08.19 JP 232163/99;2000.07.18 JP 217642/00,PCT/JP00/05481 2000.08.16,WO01/13724 英 2001.03.01,2002.02.06,0,0,1,1,1,1,0,1,0,0,4,1,1,1,2000,11,1,1,JP,0,1,0,2002-08-21,NA,NA,NA,NA,2006-03-29,NA,NA,2002-09-11,2006-03-29,NA,NA,NA,42.57534247,NA,2002-08-21,3,2006-03-29,43.26575342,24.16438356,67.43013699
CN01103709.1,A61K38/17,A61K38/17;A61P19/02;A61P19/00,2002.09.11,CN1368382A,2001-02-08,NA,NA,NA,NA,0,0.444444444,3,0,2,1,0,0,1,0,2,1,1,1,2001,10,0,2,11,1,0,0,2001-08-15,NA,NA,NA,NA,2004-08-11,NA,2014-04-02,2002-09-11,2004-08-11,NA,NA,NA,23.01369863,NA,2001-08-15,3,2004-08-11,35.90136986,6.180821918,42.08219178
CN02120722.4,A61M5/14,A61M5/14,2002.11.13,CN1378866A,2002-05-30,NA,NA,NA,NA,0,0,1,1,1,1,0,0,0,1,1,0,0,0,2002,10,0,2,11,1,0,0,2002-08-14,2004-08-11,NA,NA,NA,NA,NA,NA,2002-11-13,NA,NA,23.93424658,2004-08-11,NA,NA,2002-08-14,1,2004-08-11,23.93424658,2.498630137,26.43287671
CN02113079.5,A61K47/18,A61K47/18;A61K31/4439;A61P1/04,2002.12.18,CN1385214A,2002-05-31,NA,NA,NA,NA,0,0.444444444,3,0,2,1,0,0,0,1,1,0,1,1,2002,2,0,1,32,1,0,0,2002-09-25,NA,NA,NA,NA,2005-03-30,NA,NA,2002-12-18,2005-03-30,NA,NA,NA,27.38630137,NA,2002-09-25,3,2005-03-30,30.14794521,3.846575342,33.99452055
