app_num,main_IPC,IPC,pub_date,pub_num,app_date,priority,Int_filing,Int_pub,entry_date,initial_app_num,tech_div,IPCcount,SingleIPC,IPCcount_unique,total_applicant,collaboration_applicant,type1_company,type2_university,type3_individual,total_inventers,collaboration_inventer,if_agency,total_agents,app_year,total_claims,paid_claims,patent_status_n,nation_province_code_2,Chinese,priority_d,divisional_app,substantive_review,app_withdraw,reject,recover,decision_made,grant,waive,terminate,pub_date_c,grant_c,reject_c,subrev_withdraw_dur,app_withdraw_c,pub_grant_dur,pub_reject_dur,substantive_review_c,event,event_date,start_end_dur,age_at_subreview,age_at_event
CN00125044.2,A44C27/00,A44C27/00,2002.03.27,CN1341394A,2000-09-06,NA,NA,NA,NA,0,0,1,1,1,1,0,0,0,1,1,0,0,0,2000,2,0,2,44,1,0,0,2003-09-10,NA,NA,NA,NA,2004-08-25,NA,2011-11-23,2002-03-27,2004-08-25,NA,NA,NA,28.99726027,NA,2003-09-10,3,2004-08-25,11.50684932,36.13150685,47.63835616
CN01141975.X,A23F3/34,A23F3/34,2002.03.27,CN1341371A,2001-09-26,NA,NA,NA,NA,0,0,1,1,1,1,0,0,0,1,1,0,1,2,2001,1,0,2,11,1,0,0,2002-01-30,NA,2004-09-08,NA,NA,NA,NA,NA,2002-03-27,NA,2004-09-08,NA,NA,NA,29.45753425,2002-01-30,2,2004-09-08,31.29863014,4.142465753,35.44109589
CN00118968.9,A23L1/162,A23L1/162,2002.03.27,CN1341377A,2000-09-05,NA,NA,NA,NA,0,0,1,1,1,1,0,0,1,0,2,1,1,1,2000,1,0,2,22,1,0,0,2002-07-24,2004-07-14,NA,NA,NA,NA,NA,NA,2002-03-27,NA,NA,23.70410959,2004-07-14,NA,NA,2002-07-24,1,2004-07-14,23.70410959,22.58630137,46.29041096
CN01128293.2,A61K35/78,A61K35/78;C12G3/04;A61P15/10,2002.03.27,CN1341440A,2001-10-15,NA,NA,NA,NA,0,0.666666667,3,0,3,1,0,0,0,1,1,0,1,1,2001,4,0,2,21,1,0,0,2003-01-22,NA,NA,NA,NA,NA,2005-09-07,NA,2002-03-27,2005-07-07,NA,NA,NA,39.38630137,NA,2003-01-22,3,2005-07-07,29.49041096,15.25479452,44.74520548
CN01141863.X,A61L31/00,A61L31/00;A61L33/00;B29C47/00,2002.03.27,CN1341458A,2001-09-21,NA,NA,NA,NA,0,0.444444444,3,0,2,1,0,0,1,0,9,1,0,0,2001,2,0,2,11,1,0,0,2002-01-30,2004-12-01,NA,NA,NA,NA,NA,NA,2002-03-27,NA,NA,34.06027397,2004-12-01,NA,NA,2002-01-30,1,2004-12-01,34.06027397,4.306849315,38.36712329
CN99815707.4,A01N43/00,A01N43/00;A61K31/55,2002.01.30,CN1333651A,1999-12-21,"1999.01.21 US 60/116,647",PCT/US99/30424 1999.12.21,WO00/42849 英 2000.07.27,2001.07.18,0,0.5,2,0,2,1,0,1,0,0,3,1,1,1,1999,10,0,2,US,0,1,0,2002-04-03,NA,NA,NA,NA,2005-09-21,NA,2015-02-11,2002-01-30,2005-09-21,NA,NA,NA,43.7260274,NA,2002-04-03,3,2005-09-21,41.65479452,27.41917808,69.0739726
CN99815629.9,A61K47/18,A61K47/18;A61K31/66;A61K9/19,2002.01.30,CN1333694A,1999-11-15,"1998.11.16 US 09/192,933",PCT/US99/27050 1999.11.15,WO00/29025 英 2000.05.25,2001.07.13,0,0,3,0,1,1,0,1,0,0,2,1,1,1,1999,67,1,2,US,0,1,0,2002-02-27,NA,NA,NA,NA,2005-04-06,NA,2014-12-31,2002-01-30,2005-04-06,NA,NA,NA,38.20273973,NA,2002-02-27,3,2005-04-06,37.28219178,27.45205479,64.73424658
CN01127747.5,A47G19/22,A47G19/22;A47G23/02,2002.01.30,CN1332996A,2001-08-17,NA,NA,NA,NA,0,0,2,0,1,1,0,1,0,0,1,0,1,1,2001,2,0,1,44,1,0,0,2002-02-13,NA,NA,NA,NA,2004-06-02,NA,NA,2002-01-30,2004-06-02,NA,NA,NA,28.07671233,NA,2002-02-13,3,2004-06-02,27.61643836,5.917808219,33.53424658
CN00112440.4,A61F2/00,A61F2/00;A61F2/20;B21F27/12;C22F1/18,2002.02.20,CN1336160A,2000-08-01,NA,NA,NA,NA,0,0.625,4,0,3,1,0,1,0,0,2,1,1,1,2000,3,0,2,32,1,0,0,2003-08-06,NA,NA,NA,NA,2004-08-25,NA,2007-09-26,2002-02-20,2004-08-25,NA,NA,NA,30.14794521,NA,2003-08-06,3,2004-08-25,12.65753425,36.16438356,48.82191781
CN01125464.5,A61K7/40,A61K7/40,2002.01.30,CN1333015A,2001-07-11,2000.07.12 FR 00/09116,NA,NA,NA,0,0,1,1,1,1,0,1,0,0,3,1,1,2,2001,28,1,2,FR,0,1,0,2001-12-12,2004-11-17,NA,NA,NA,NA,NA,NA,2002-01-30,NA,NA,35.2109589,2004-11-17,NA,NA,2001-12-12,1,2004-11-17,35.2109589,5.063013699,40.2739726
CN99815506.3,A61K47/00,A61K47/00;C12N7/01;C12N5/12,2002.01.30,CN1333693A,1999-11-30,"1998.11.30 US 60/110,414;1999.07.08 US 60/142,788",PCT/IB99/01925 1999.11.30,WO00/32227 英 2000.06.08,2001.07.09,0,0.444444444,3,0,2,1,0,1,0,0,4,1,1,1,1999,49,1,2,CH,0,1,0,2002-02-27,NA,NA,NA,NA,2005-03-23,NA,2012-02-08,2002-01-30,2005-03-23,NA,NA,NA,37.74246575,NA,2002-02-27,3,2005-03-23,36.82191781,26.95890411,63.78082192
CN01127333.X,A61K35/78,A61K35/78;A61P29/00;A61P19/02;A61P19/08,2002.02.20,CN1336215A,2001-08-16,NA,NA,NA,NA,0,0.375,4,0,2,1,0,0,0,1,2,1,1,1,2001,2,0,2,41,1,0,0,2002-01-02,NA,NA,NA,NA,2003-12-31,NA,2005-10-12,2002-02-20,2003-12-31,NA,NA,NA,22.32328767,NA,2002-01-02,3,2003-12-31,23.93424658,4.569863014,28.50410959
CN00128320.0,A47L9/04,A47L9/04,2002.02.20,CN1336155A,2000-11-24,NA,NA,NA,NA,0,0,1,1,1,1,0,1,0,0,1,0,1,1,2000,6,0,1,DE,0,0,0,2001-04-25,NA,NA,NA,NA,2003-12-17,NA,NA,2002-02-20,2003-12-17,NA,NA,NA,21.8630137,NA,2001-04-25,3,2003-12-17,31.75890411,4.997260274,36.75616438
CN01128069.7,A61K35/78,A61K35/78;A61P9/10,2002.02.20,CN1336225A,2001-08-21,NA,NA,NA,NA,0,0.5,2,0,2,1,0,0,0,1,1,0,1,1,2001,2,0,2,21,1,0,0,2003-01-15,NA,NA,NA,NA,2004-06-02,NA,2008-10-22,2002-02-20,2004-06-02,NA,NA,NA,27.38630137,NA,2003-01-15,3,2004-06-02,16.56986301,16.83287671,33.40273973
CN01127773.4,A61F5/00,A61F5/00,2002.02.20,CN1336161A,2001-08-23,NA,NA,NA,NA,0,0,1,1,1,2,1,0,0,1,2,1,0,0,2001,13,1,2,44,1,0,0,2003-01-22,NA,NA,NA,NA,2004-07-21,NA,2012-10-24,2002-02-20,2004-07-21,NA,NA,NA,28.99726027,NA,2003-01-22,3,2004-07-21,17.95068493,16.99726027,34.94794521
CN01141706.4,A01G23/00,A01G23/00;A01G7/00,2002.02.20,CN1336103A,2001-09-13,NA,NA,NA,NA,0,0,2,0,1,1,0,0,1,0,2,1,1,2,2001,5,0,2,35,1,0,0,2002-01-02,NA,NA,NA,NA,2004-04-28,NA,2007-11-21,2002-02-20,2004-04-28,NA,NA,NA,26.23561644,NA,2002-01-02,3,2004-04-28,27.84657534,3.649315068,31.49589041
CN01141946.6,A63H27/16,A63H27/16,2002.02.20,CN1336244A,2001-09-25,NA,NA,NA,NA,0,0,1,1,1,1,0,0,0,1,1,0,0,0,2001,2,0,2,23,1,0,0,2002-01-02,NA,2004-06-02,NA,NA,NA,NA,NA,2002-02-20,NA,2004-06-02,NA,NA,NA,27.38630137,2002-01-02,2,2004-06-02,28.99726027,3.254794521,32.25205479
CN00110739.9,A23C9/16,A23C9/16;A23C9/152,2002.02.20,CN1336119A,2000-07-27,NA,NA,NA,NA,0,0,2,0,1,1,0,1,0,0,4,1,1,1,2000,1,0,2,23,1,0,0,2003-07-23,2005-04-06,NA,NA,NA,NA,NA,NA,2002-02-20,NA,NA,20.48219178,2005-04-06,NA,NA,2003-07-23,1,2005-04-06,20.48219178,35.86849315,56.35068493
CN01128466.8,A01K61/00,A01K61/00,2002.02.20,CN1336109A,2001-09-14,NA,NA,NA,NA,0,0,1,1,1,1,0,0,0,1,1,0,1,1,2001,2,0,2,36,1,0,0,2002-01-02,2004-07-14,NA,NA,NA,NA,NA,NA,2002-02-20,NA,NA,30.37808219,2004-07-14,NA,NA,2002-01-02,1,2004-07-14,30.37808219,3.616438356,33.99452055
CN01124615.4,A61K35/78,A61K35/78;A61P1/04,2002.01.30,CN1333056A,2001-07-24,NA,NA,NA,NA,0,0.5,2,0,2,1,0,0,0,1,1,0,1,1,2001,3,0,2,15,1,0,0,2002-07-03,NA,NA,NA,NA,2003-10-01,NA,2007-09-26,2002-01-30,2003-10-01,NA,NA,NA,20.02191781,NA,2002-07-03,3,2003-10-01,14.95890411,11.30958904,26.26849315
CN01133159.3,A61B5/055,A61B5/055,2002.04.17,CN1344533A,2001-09-19,2000.09.19 JP 283467/00,NA,NA,NA,0,0,1,1,1,1,0,1,0,0,1,0,1,2,2001,17,1,2,US,0,1,0,2002-02-20,NA,NA,NA,NA,2007-05-02,NA,2015-11-04,2002-04-17,2007-05-02,NA,NA,NA,60.5260274,NA,2002-02-20,3,2007-05-02,62.36712329,5.063013699,67.43013699
CN00120315.0,A61J9/00,A61J9/00,2002.03.27,CN1341411A,2000-06-01,NA,NA,NA,NA,0,0,1,1,1,1,0,0,0,0,1,0,1,1,2000,4,0,2,TH,0,0,0,2001-07-18,NA,NA,NA,NA,2004-10-20,NA,2015-07-22,2002-03-27,2004-10-20,NA,NA,NA,30.83835616,NA,2001-07-18,3,2004-10-20,39.12328767,13.54520548,52.66849315
CN00804505.4,A61K31/205,A61K31/205,2002.03.27,CN1342071A,2000-03-01,1999.03.02 BE 9900144,PCT/BE00/00021 2000.03.01,WO00/51596 法 2000.09.08,2001.08.31,0,0,1,1,1,1,0,0,0,1,1,0,1,1,2000,10,0,2,BE,0,1,0,2002-04-24,NA,NA,NA,NA,2005-03-30,NA,2012-05-16,2002-03-27,2005-03-30,NA,NA,NA,36.13150685,NA,2002-04-24,3,2005-03-30,35.2109589,25.77534247,60.98630137
CN00802924.5,A47G9/08,A47G9/08;A41B13/06;A41D15/04,2002.02.20,CN1336805A,2000-01-21,1999.01.21 GB 9901201.5;1999.02.11 GB 9902974.6,PCT/GB00/00158 2000.01.21,WO00/42887 英 2000.07.27,2001.07.20,0,0.666666667,3,0,3,1,0,1,0,0,1,0,1,1,2000,18,1,2,GB,0,1,0,2002-04-17,2003-10-29,NA,NA,NA,NA,NA,NA,2002-02-20,NA,NA,18.4109589,2003-10-29,NA,NA,2002-04-17,1,2003-10-29,18.4109589,26.86027397,45.27123288
CN99815446.6,A46B9/04,A46B9/04,2002.01.30,CN1333660A,1999-12-07,"1998.12.14 US 09/211,124",PCT/US99/28998 1999.12.07,WO00/35314 英 2000.06.22,2001.07.05,0,0,1,1,1,2,1,0,0,1,2,1,1,1,1999,18,1,1,US,0,1,0,2002-03-13,NA,NA,NA,NA,2003-11-05,NA,NA,2002-01-30,2003-11-05,NA,NA,NA,21.17260274,NA,2002-03-13,3,2003-11-05,19.79178082,27.1890411,46.98082192
CN01115217.6,A01N63/00,A01N63/00,2002.01.30,CN1332966A,2001-04-06,NA,NA,NA,NA,0,0,1,1,1,1,0,0,0,1,1,0,1,1,2001,2,0,2,61,1,0,0,2002-06-12,NA,NA,NA,NA,2004-08-04,NA,2008-06-04,2002-01-30,2004-08-04,NA,NA,NA,30.14794521,NA,2002-06-12,3,2004-08-04,25.77534247,14.20273973,39.97808219
CN02100496.X,A61K35/78,A61K35/78;A61P17/02,2002.09.18,CN1369294A,2002-02-06,NA,NA,NA,NA,0,0.5,2,0,2,1,0,0,0,1,2,1,1,1,2002,1,0,2,11,1,0,0,2002-06-19,NA,NA,NA,NA,2004-01-14,NA,2006-04-12,2002-09-18,2004-01-14,NA,NA,NA,15.87945205,NA,2002-06-19,3,2004-01-14,18.87123288,4.37260274,23.24383562
CN02104247.0,A61K9/127,A61K9/127;A61K31/20,2002.09.18,CN1369263A,2002-02-26,NA,NA,NA,NA,0,0,2,0,1,2,1,0,0,1,2,1,1,1,2002,4,0,2,11,1,0,0,2002-06-19,2005-02-09,NA,NA,NA,NA,NA,NA,2002-09-18,NA,NA,31.75890411,2005-02-09,NA,NA,2002-06-19,1,2005-02-09,31.75890411,3.715068493,35.4739726
CN00805600.5,A23F3/10,A23F3/10;A23F3/14;A23F3/16,2002.07.10,CN1358064A,2000-02-04,"1999.02.08 US 60/119,102",PCT/EP00/00906 2000.02.04,WO00/47056 英 2000.08.17,2001.09.26,0,0,3,0,1,1,0,1,0,0,6,1,1,2,2000,14,1,2,NL,0,1,0,2002-06-19,NA,NA,NA,NA,2005-03-16,NA,2015-04-01,2002-07-10,2005-03-16,NA,NA,NA,32.21917808,NA,2002-06-19,3,2005-03-16,32.90958904,28.47123288,61.38082192
CN00127910.6,A61K35/78,A61K35/78;A61P15/00,2002.07.10,CN1357337A,2000-12-14,NA,NA,NA,NA,0,0.5,2,0,2,1,0,1,0,0,7,1,1,1,2000,2,0,2,31,1,0,0,2001-05-16,NA,NA,NA,NA,2004-08-04,NA,2015-02-04,2002-07-10,2004-08-04,NA,NA,NA,24.85479452,NA,2001-05-16,3,2004-08-04,38.6630137,5.030136986,43.69315068
CN01133724.9,A23L1/20,A23L1/20;A23P1/02,2002.07.10,CN1357254A,2001-12-21,NA,NA,NA,NA,0,0.5,2,0,2,1,0,0,0,1,1,0,1,1,2001,5,0,1,52,1,0,0,2002-06-12,NA,NA,NA,NA,2004-09-01,NA,NA,2002-07-10,2004-09-01,NA,NA,NA,25.77534247,NA,2002-06-12,3,2004-09-01,26.69589041,5.687671233,32.38356164
CN00808372.X,A61K38/12,A61K38/12;A61K35/14;C07K16/00;C12N7/04;C12N7/06,2002.07.10,CN1358100A,2000-06-06,"1999.06.15 US 09/333,289",PCT/US00/11870 2000.06.06,WO00/76534 英 2000.12.21,2001.12.03,0,0.64,5,0,3,1,0,1,0,0,3,1,1,1,2000,21,1,2,US,0,1,0,2002-06-19,NA,NA,NA,NA,NA,2006-11-08,NA,2002-07-10,2006-09-08,NA,NA,NA,50.00547945,NA,2002-06-19,3,2006-09-08,50.69589041,24.42739726,75.12328767
CN00809487.X,A61K9/50,A61K9/50;A61K9/00,2002.07.10,CN1358087A,2000-06-27,1999.06.28 EP 99401605.3,PCT/EP00/06792 2000.06.27,WO01/00181 英 2001.01.04,2001.12.25,0,0,2,0,1,1,0,1,0,0,4,1,1,2,2000,26,1,1,FR,0,1,0,2002-06-19,NA,NA,NA,NA,2008-09-03,NA,NA,2002-07-10,2008-09-03,NA,NA,NA,73.8739726,NA,2002-06-19,3,2008-09-03,74.56438356,23.7369863,98.30136986
CN00809586.8,A61K31/198,A61K31/198;A61K31/277;A61K31/195;A61P25/16,2002.07.10,CN1358090A,2000-06-29,1999.06.30 FI 991485,PCT/FI00/00593 2000.06.29,WO01/01984 英 2001.01.11,2001.12.27,0,0.375,4,0,2,1,0,1,0,0,9,1,1,1,2000,22,1,1,FI,0,1,0,2002-08-21,NA,NA,NA,NA,2004-09-29,NA,NA,2002-07-10,2004-09-29,NA,NA,NA,26.69589041,NA,2002-08-21,3,2004-09-29,25.31506849,25.74246575,51.05753425
CN01143117.2,A44B18/00,A44B18/00,2002.07.10,CN1357283A,2001-12-07,2000.12.07 JP 373368/2000,NA,NA,NA,0,0,1,1,1,1,0,1,0,0,1,0,1,1,2001,11,1,2,JP,0,1,0,2002-04-17,NA,NA,NA,NA,NA,2005-01-26,NA,2002-07-10,2004-11-26,NA,NA,NA,28.60273973,NA,2002-04-17,3,2004-11-26,31.36438356,4.306849315,35.67123288
CN01140316.0,A61F13/04,A61F13/04;A61L15/07,2002.07.10,CN1357307A,2001-12-05,2000.12.05 JP 370313/2000;2001.06.04 JP 168628/2001,NA,NA,NA,0,0.5,2,0,2,1,0,0,0,0,3,1,1,1,2001,11,1,2,JP,0,1,0,2003-10-15,NA,NA,NA,NA,2006-01-18,NA,2014-02-05,2002-07-10,2006-01-18,NA,NA,NA,42.34520548,NA,2003-10-15,3,2006-01-18,27.15616438,22.32328767,49.47945205
CN01108908.3,A23L1/20,A23L1/20;A23L2/38;A23F5/44,2002.07.10,CN1357253A,2001-02-28,2000.12.05 JP 370337/2000,NA,NA,NA,0,0.444444444,3,0,2,1,0,1,0,0,1,0,1,1,2001,9,0,1,JP,0,1,0,2003-11-19,NA,NA,NA,NA,2005-05-11,NA,NA,2002-07-10,2005-05-11,NA,NA,NA,34.06027397,NA,2003-11-19,3,2005-05-11,17.72054795,32.67945205,50.4
CN00130829.7,A01N1/00,A01N1/00;A01N1/02;A61H33/00,2002.07.10,CN1357228A,2000-12-04,NA,NA,NA,NA,0,0.444444444,3,0,2,1,0,0,0,1,1,0,0,0,2000,6,0,2,44,1,0,0,2004-02-11,2005-06-01,NA,NA,NA,NA,NA,NA,2002-07-10,NA,NA,15.64931507,2005-06-01,NA,NA,2004-02-11,1,2005-06-01,15.64931507,38.26849315,53.91780822
CN01130450.2,A61K35/78,A61K35/78;C12N1/20;A61P3/10,2002.07.10,CN1357360A,2001-11-16,NA,NA,NA,NA,0,0.666666667,3,0,3,2,1,0,0,1,4,1,0,0,2001,3,0,2,65,1,0,0,2002-04-24,NA,NA,NA,NA,2006-02-01,NA,2008-01-16,2002-07-10,2006-02-01,NA,NA,NA,42.80547945,NA,2002-04-24,3,2006-02-01,45.3369863,5.22739726,50.56438356
CN01115206.0,A61K35/78,A61K35/78;A61K9/06;A61P19/08;A61P29/00,2002.07.10,CN1357358A,2001-03-28,NA,NA,NA,NA,0,0.5,4,0,2,1,0,0,0,1,1,0,0,0,2001,2,0,2,61,1,0,0,2002-04-24,NA,NA,NA,NA,2004-11-24,NA,2008-05-28,2002-07-10,2004-11-24,NA,NA,NA,28.5369863,NA,2002-04-24,3,2004-11-24,31.06849315,12.88767123,43.95616438
CN00134027.1,A47G9/06,A47G9/06;A61F7/08;H05B3/00,2002.07.10,CN1357295A,2000-12-07,NA,NA,NA,NA,0,0.666666667,3,0,3,1,0,0,0,1,1,0,0,0,2000,10,0,2,32,1,0,0,2004-01-14,2006-04-19,NA,NA,NA,NA,NA,NA,2002-07-10,NA,NA,27.15616438,2006-04-19,NA,NA,2004-01-14,1,2006-04-19,27.15616438,37.24931507,64.40547945
CN01108830.3,A23L1/20,A23L1/20,2002.07.10,CN1357252A,2001-02-24,NA,NA,NA,NA,0,0,1,1,1,1,0,0,0,1,1,0,0,0,2001,1,0,2,32,1,0,0,2002-07-03,NA,2009-12-30,NA,NA,NA,NA,NA,2002-07-10,NA,2009-12-30,NA,NA,NA,89.75342466,2002-07-03,2,2009-12-30,89.98356164,16.24109589,106.2246575
CN00113083.8,A61M1/38,A61M1/38;A61M1/00,2002.01.16,CN1330959A,2000-06-29,NA,NA,NA,NA,0,0,2,0,1,1,0,0,0,0,5,1,1,1,2000,8,0,2,50,1,0,0,2000-11-08,NA,NA,NA,NA,2004-02-11,NA,2014-08-13,2002-01-16,2004-02-11,NA,NA,NA,24.85479452,NA,2000-11-08,3,2004-02-11,39.12328767,4.339726027,43.4630137
CN01121829.0,A61B5/053,A61B5/053,2002.01.09,CN1329875A,2001-06-27,2000.06.30 JP 198153/2000,NA,NA,NA,0,0,1,1,1,1,0,1,0,0,2,1,1,1,2001,5,0,2,JP,0,1,0,2001-11-07,NA,NA,NA,NA,2005-04-20,NA,2013-08-21,2002-01-09,2005-04-20,NA,NA,NA,39.35342466,NA,2001-11-07,3,2005-04-20,41.42465753,4.37260274,45.79726027
CN00109546.3,A45C3/06,A45C3/06,2002.01.16,CN1330901A,2000-07-03,NA,NA,NA,NA,0,0,1,1,1,1,0,1,0,0,1,0,1,1,2000,3,0,2,44,1,0,0,2000-11-29,NA,NA,NA,NA,2003-06-18,NA,2013-08-28,2002-01-16,2003-06-18,NA,NA,NA,17.03013699,NA,2000-11-29,3,2003-06-18,30.60821918,4.898630137,35.50684932
CN00109701.6,A61K31/216,A61K31/216;A61P31/12;A61P31/18,2002.01.16,CN1330922A,2000-06-29,NA,NA,NA,NA,0,0.444444444,3,0,2,3,1,0,0,1,1,0,1,1,2000,18,1,2,71,1,0,0,2001-08-15,2005-11-30,NA,NA,NA,NA,NA,NA,2002-01-16,NA,NA,51.55068493,2005-11-30,NA,NA,2001-08-15,1,2005-11-30,51.55068493,13.54520548,65.09589041
CN99814761.3,A61B5/00,A61B5/00,2002.01.16,CN1331570A,1999-10-15,"1998.10.19 US 09/174,812",PCT/US99/24139 1999.10.15,WO00/22982 英 2000.04.27,2001.06.19,0,0,1,1,1,1,0,1,0,0,2,1,1,2,1999,39,1,2,US,0,1,0,2002-01-16,NA,NA,NA,NA,2007-01-03,NA,2011-01-05,2002-01-16,2007-01-03,NA,NA,NA,59.60547945,NA,2002-01-16,3,2007-01-03,59.60547945,27.09041096,86.69589041
CN99814876.8,A61K35/78,A61K35/78;C07C69/00;C07H17/08,2002.01.16,CN1331601A,1999-12-15,1998.12.22 EP 98204409.1,PCT/EP99/10177 1999.12.15,WO00/38700 英 2000.07.06,2001.06.21,0,0.666666667,3,0,3,1,0,1,0,0,6,1,1,2,1999,14,1,2,BE,0,1,0,2002-03-13,NA,NA,NA,NA,2006-04-12,NA,2009-02-11,2002-01-16,2006-04-12,NA,NA,NA,50.86027397,NA,2002-03-13,3,2006-04-12,49.01917808,26.9260274,75.94520548
CN01121707.3,A61K7/46,A61K7/46;A01N35/04;A01N43/36;C11D3/48;C11D3/20;C11D3/50;C08J9/00;C12Q1/04,2002.01.16,CN1330917A,2001-06-22,"2000.06.23 US 09/603,454",NA,NA,NA,0,0.75,8,0,5,1,0,1,0,0,5,1,1,1,2001,24,1,2,US,0,1,0,2003-07-30,NA,NA,NA,NA,2005-06-29,NA,2008-08-27,2002-01-16,2005-06-29,NA,NA,NA,41.42465753,NA,2003-07-30,3,2005-06-29,23.01369863,25.24931507,48.2630137
CN00132498.5,A47J43/25,A47J43/25;A47J43/04,2002.01.16,CN1330910A,2000-11-22,2000.06.26 US 09/603553,NA,NA,NA,0,0,2,0,1,2,1,1,0,0,3,1,1,2,2000,8,0,2,CA,0,1,0,2001-05-30,2004-12-15,NA,NA,NA,NA,NA,NA,2002-01-16,NA,NA,42.57534247,2004-12-15,NA,NA,2001-05-30,1,2004-12-15,42.57534247,6.21369863,48.7890411
CN99812841.4,A61K48/00,A61K48/00;A61K39/00,2002.01.09,CN1330557A,1999-09-14,"1998.09.15 US 60/100,468",PCT/US99/21097 1999.09.14,WO00/15264 英 2000.03.23,2001.04.28,0,0,2,0,1,1,0,0,1,0,3,1,1,1,1999,10,0,2,US,0,1,0,2002-01-09,2005-01-26,NA,NA,NA,NA,NA,NA,2002-01-09,NA,NA,36.59178082,2005-01-26,NA,NA,2002-01-09,1,2005-01-26,36.59178082,27.87945205,64.47123288
CN99814410.X,A61L2/03,"A61L2/03;A61L2/22;//A61L101:06,101:10,101:14,101:22",2002.01.09,CN1330558A,1999-10-18,1998.10.23 ZA ZA98/4415,PCT/IB99/01693 1999.10.18,WO00/24431 英 2000.05.04,2001.06.13,0,0,2,0,1,1,0,1,0,0,1,0,1,1,1999,12,1,2,ZA,0,1,0,2002-01-09,2005-08-10,NA,NA,NA,NA,NA,NA,2002-01-09,NA,NA,43.03561644,2005-08-10,NA,NA,2002-01-09,1,2005-08-10,43.03561644,26.76164384,69.79726027
CN99814583.1,A61K9/16,A61K9/16;A61K31/445;A61P25/18;A61P25/24;A61P25/30;A61P9/10,2002.01.09,CN1330536A,1999-11-22,"1998.12.16 US 09/212,986",PCT/US99/27705 1999.11.22,WO00/35423 英 2000.06.22,2001.06.15,0,0.444444444,6,0,2,1,0,1,0,0,3,1,1,1,1999,55,1,2,US,0,1,0,2002-03-06,NA,NA,NA,NA,2005-04-06,NA,2013-01-23,2002-01-09,2005-04-06,NA,NA,NA,38.89315068,NA,2002-03-06,3,2005-04-06,37.05205479,27.45205479,64.50410959
CN00111163.9,A61K35/78,A61K35/78;A61P1/16,2002.01.16,CN1330933A,2000-07-03,NA,NA,NA,NA,0,0.5,2,0,2,1,0,0,0,1,1,0,0,0,2000,3,0,2,37,1,0,0,2001-06-20,NA,NA,NA,NA,2004-07-07,NA,2007-09-12,2002-01-16,2004-07-07,NA,NA,NA,29.68767123,NA,2001-06-20,3,2004-07-07,36.59178082,11.57260274,48.16438356
CN00110597.3,A61K35/78,A61K35/78;A61P17/06,2002.01.16,CN1330932A,2000-06-28,NA,NA,NA,NA,0,0.5,2,0,2,1,0,0,0,1,1,0,1,1,2000,1,0,2,23,1,0,0,2002-06-19,2004-06-16,NA,NA,NA,NA,NA,NA,2002-01-16,NA,NA,23.93424658,2004-06-16,NA,NA,2002-06-19,1,2004-06-16,23.93424658,23.70410959,47.63835616
CN00111196.5,A23L1/01,A23L1/01,2002.01.16,CN1330880A,2000-06-27,NA,NA,NA,NA,0,0,1,1,1,1,0,0,0,1,1,0,1,1,2000,2,0,2,37,1,0,0,2002-07-31,2004-06-16,NA,NA,NA,NA,NA,NA,2002-01-16,NA,NA,22.55342466,2004-06-16,NA,NA,2002-07-31,1,2004-06-16,22.55342466,25.11780822,47.67123288
CN00119289.2,A61K35/78,A61K35/78;A61P1/02,2002.01.16,CN1330949A,2000-06-29,NA,NA,NA,NA,0,0.5,2,0,2,1,0,0,0,1,1,0,0,0,2000,1,0,2,41,1,0,0,2003-07-16,2006-10-04,NA,NA,NA,NA,NA,NA,2002-01-16,NA,NA,38.6630137,2006-10-04,NA,NA,2003-07-16,1,2006-10-04,38.6630137,36.55890411,75.22191781
CN00109750.4,A01N43/66,A01N43/66,2002.01.16,CN1330866A,2000-07-05,NA,NA,NA,NA,0,0,1,1,1,1,0,0,0,1,1,0,0,0,2000,4,0,2,37,1,0,0,2000-11-15,NA,NA,NA,NA,2004-08-25,NA,2006-09-06,2002-01-16,2004-08-25,NA,NA,NA,31.29863014,NA,2000-11-15,3,2004-08-25,45.3369863,4.37260274,49.70958904
CN01127121.3,A01C5/06,A01C5/06,2002.01.09,CN1329815A,2001-08-20,NA,NA,NA,NA,0,0,1,1,1,1,0,0,0,1,4,1,0,0,2001,2,0,1,32,1,0,0,2001-11-28,NA,NA,NA,NA,2005-12-21,NA,NA,2002-01-09,2005-12-21,NA,NA,NA,47.40821918,NA,2001-11-28,3,2005-12-21,48.7890411,3.287671233,52.07671233
CN00106354.5,A61K35/78,A61K35/78;A61P3/04,2002.01.09,CN1329893A,2000-06-16,NA,NA,NA,NA,0,0.5,2,0,2,1,0,0,0,1,1,0,1,1,2000,2,0,2,22,1,0,0,2001-04-04,NA,NA,NA,NA,2003-10-08,NA,2006-08-23,2002-01-09,2003-10-08,NA,NA,NA,20.94246575,NA,2001-04-04,3,2003-10-08,30.14794521,9.6,39.74794521
CN01122253.0,A61K35/78,A61K35/78;A61P17/14,2002.01.09,CN1329914A,2001-06-26,NA,NA,NA,NA,0,0.5,2,0,2,1,0,0,0,1,2,1,0,0,2001,5,0,2,41,1,0,0,2002-01-30,NA,NA,NA,NA,2004-02-04,NA,2006-08-30,2002-01-09,2004-02-04,NA,NA,NA,24.85479452,NA,2002-01-30,3,2004-02-04,24.16438356,7.167123288,31.33150685
